# id    RA_1               Dec_1               x-position         y-position         f090w                 f115w                 f150w                 f200w                 f277w                 f335m                 f356w                 f410m                 f435w                  f444w                 f606w                  f775w                 f814w                  f850lp                f090w_err            f115w_err            f150w_err            f200w_err            f277w_err            f335m_err            f356w_err            f410m_err            f435w_err             f444w_err            f606w_err             f775w_err            f814w_err             f850lp_err          z_err               z_phot               chi2_best          mag_f335m          mag_f356w          mag_f410m          RA_2               DEC_2               z_spec     z_spec_reference                                                                           z_spec_source z_spec_quality Separation           
  2830  53.16575651170714  -27.816529177277708 12439.502393257324 6635.547200827152  0.026423738507583044  0.023355614143074487  0.020155816274927924  0.021979302100517087  0.03266941105946898   0.012928352778108096  0.024924004543718185  0.011029455690295436  3.0287907701222135E-4  0.009744138586247574  0.01088368148193695    0.02515491067810217   0.022721321825229096   0.026204231819720012  9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 3.4634695053100586  0.6710823774337769   190.2500457763672  28.62114201435547  27.90845544561032  28.79361479925629  53.165750709188735 -27.816525356896488 4.62035176 "Bacon+2023, A&A, 670A, 4B"                                                                MUSE          A              0.023032378712460437 
  2847  53.16255599756891  -27.816616924584313 12779.18791047054  6625.131983776901  0.24762028502766048   0.27229776493040836   0.40167697954457254   0.5256037701945752    0.4962063067452982    0.4553335236525163    0.5068337867921219    0.5068243322148921    0.06958747347613096    0.4319108601426706    0.17695291124284268    0.21820743800606585   0.22429857301525774    0.23428113195579506   9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 4.265202522277832   0.4038226008415222   106.06253814697266 24.754175934621934 24.637836104201728 24.637856357927532 53.16255521380659  -27.8166098753845   2.807      "Bunker et al. (2023)"                                                                     NIRSpec       2,R1000        0.025499523901154456 
  2873  53.15706780690405  -27.81630630854093  13361.65846265066  6662.581581940808  0.01847124769134097   0.017244946083519605  0.016929248344677038  0.014139454775795455  0.02136895607196493   0.015282647864296452  0.01953472468037944   0.017162950251658912  -1.3749534989074155E-4 0.013290256997861434  0.0019547675081662418  0.01399340764211956   0.010352603656010616   0.018191801345965364  9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 2.0575008392333984  0.7883944511413574   71.1412124633789   28.439503483964486 28.17298176320121  28.313520140885274 53.157066450765925 -27.816304813193234 4.864      "Bunker et al. (2023)"                                                                     NIRSpec       4,R100         0.006901028636829513 
  3034  53.143133202678385 -27.815574161359045 14840.576450991988 6750.768296244879  0.18552639352856204   0.2141010124143213    0.23553695722948767   0.3358766722679139    0.41704087927471856   0.5148342802934348    0.4839007361792028    0.4040680368943139    0.002948420368097686   0.38061702386010443   0.058508957817684844   0.14214164157747294   0.1543948819872457     0.17811620673164716   9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 2.759463310241699   0.8467099666595459   327.27142333984375 24.620831358155456 24.688109292949548 24.88386375578797  53.1431542236344   -27.81558330884877  4.142      "Vanzella+2008, A&A, 478, 83"                                                              Literature    A              0.07459402300158384  
  3040  53.11433318766535  -27.815490238230616 17897.252461712345 6760.987212083267  0.03016212032714975   0.030252994389156816  0.03320028841262684   0.03732824193983105   0.04797297471784988   0.025255358559516022  0.024781837124255617  0.022638733352359854  0.012526792492690219   0.022813146385888102  0.02238603195743054    0.030819079711218365  0.025704024932929316   0.02415408530569038   9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 3.10955810546875    0.3642512857913971   79.49149322509766  27.89411615317765  27.914666254246853 28.012869689454718 53.11432774370431  -27.815491565778284 3.588      "Bunker et al. (2023)"                                                                     NIRSpec       2,R1000        0.017980552450028803 
  3067  53.12050527803712  -27.815244056389197 17242.180760831016 6790.557646496549  0.010815602222428422  0.011641834919792017  0.01190543083012017   0.017234561059885887  0.01958219268883113   0.01428327311354224   0.016106003073800817  0.01494357611856316   -2.0372900126289944E-4 0.01328141671459889   0.00597057966274747    0.010815961498728937  0.009212854734796569   0.014685657703230388  9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 1.9740869998931885  0.6939111351966858   17.258852005004883 28.512930648720207 28.382530555898217 28.46386364975696  53.120503163915856 -27.81524548344745  3.603      "Bunker et al. (2023)"                                                                     NIRSpec       4,R100         0.00846790915683847  
  3176  53.121436429676194 -27.814700896261346 17143.353859151466 6855.738321795854  0.2898150219325908    0.30646589233307175   0.32291267669992524   0.3652440863009544    0.4619700556667522    0.35263107051141573   0.3812607422121801    0.37301715929526835   0.0422359905803478     0.34408832880202694   0.17259771122364323    0.2529690802330152    0.2574586592637934     0.2716281648050063    9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 4.251402854919434   0.4219685196876526   356.502685546875   25.031698561081747 24.946944777521093 24.970677973991414 53.12143837677296  -27.814689619007154 3.597      "Vanzella+2008, A&A, 478, 83"                                                              Literature    A              0.04106875834447887  
  3288  53.10814698236138  -27.81382628888467  18553.846598415996 6960.599423633363  0.005799662771311204  0.006157692596116249  0.010576234841792029  0.011667200383781167  0.011172659851581558  0.008367903145331186  0.010653869538902544  0.009651323779398811  0.006604191491969688   0.006705737205702461  0.005827647486667935   0.005257931452192111  0.006438983307036777   0.00736749214696829   9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 2.1226375102996826  0.2350834608078003   11.95072078704834  29.09345838802148  28.831231564091418 28.938532786418    53.10814383570201  -27.813824958683302 2.648      "Bunker et al. (2023)"                                                                     NIRSpec       4,R100         0.011104816743955052 
  3543  53.16795545615119  -27.81239550022848  12205.938048721966 7131.504773574632  0.016180783879681256  0.015229824197012933  0.016377108732849595  0.02628120720415609   0.017846614015143134  0.009054983170717602  0.009041445618877335  0.008344733980466116  0.013411736708076208   0.006794370974821504  0.02301772297272692    0.015710704072844233  0.015845467829749393   0.014484334004955595  9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 3.304654359817505   0.26870274543762207  55.86919021606445  29.00778088128515  29.009405313715384 29.09646875880309  53.16795628912648  -27.812391138657706 2.985      "Bunker et al. (2023)"                                                                     NIRSpec       4,R100         0.0159240905310051   
  3718  53.154885789220835 -27.81150198089855  13593.093632089067 7239.163572605495  0.03569094558333744   0.0451332571153762    0.04973863940016598   0.05435102871037089   0.09894402657519098   0.09375381539692171   0.10693989119201433   0.12187437617219987   2.42161836541772E-4    0.09172053038608283   0.0016703314860524183  0.013433029871521281  0.01755155320890481    0.034554008252744094  9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 3.0234203338623047  1.163256049156189    222.29916381835938 26.470027623077613 26.32715065529117  26.185218985683047 53.15488566165024  -27.811501543336618 5.24608    "Sun et al. (in prep)"                                                                     FRESCO        A              0.0016267542706940002
  3965  53.1184748599723   -27.81009075813941  17457.700513045915 7408.947670349565  0.007534052437570153  0.009457458869364927  0.013130373597232396  0.01610349825990852   0.013557184988385415  0.011675949237414898  0.012229582037907676  0.010459027968852293  0.003765526137440247   0.010133832014980726  0.009188684020919031   0.008348819721601333  0.005219908807248433   0.009108754029983006  9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 2.100961923599243   0.209086075425148    7.9387006759643555 28.73176950456774  28.68147096324169  28.85127168909721  53.11846524834887  -27.81008434982859  2.823      "Bunker et al. (2023)"                                                                     NIRSpec       4,R100         0.03832629683964176  
  4365  53.168322203625635 -27.808288192914986 12166.829595361158 7624.36736606066   0.09651444535702469   0.10112973583978603   0.13641116786049684   0.17876158055383717   0.12437642818666067   0.1450067632412538    0.15244827160728164   0.13971723481197842   0.06145963335584383    0.12392156655434522   0.08571960401604882    0.08879955770913514   0.08930492858402433    0.09127332774573005   9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 4.393161773681641   0.22182704508304596  169.92196655273438 25.996529353552948 25.94219373778529  26.036875045522258 53.16831729696108  -27.808289435213283 2.59186604 "Bacon+2023, A&A, 670A, 4B"                                                                MUSE          A              0.016251518351736986 
  4412  53.164769948223835 -27.807986861982403 12543.85952655776  7660.6614363023    0.2551676245522686    0.2849971434660256    0.42165459537412964   0.5234797414019705    0.5619435602053999    0.559647620478645     0.6299375515710562    0.6377862943802028    0.07494459557055957    0.5504442769289014    0.1863970350497402     0.22308867092244325   0.22754688043845817    0.24139429490547626   9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 4.265202522277832   0.40417706966400146  168.724609375      24.530213346104613 24.401756254748427 24.388312044259003 53.16476682408178  -27.807996843287338 2.81729831 "Bacon+2023, A&A, 670A, 4B"                                                                MUSE          A              0.03728435203710439  
  4507  53.10975899285467  -27.807479326402486 18382.83466294831  7722.254209286635  0.022581036562187365  0.04988458284526132   0.060428064030129465  0.06435784609755502   0.09944449183414693   0.19586048088967808   0.15451000681496224   0.10408871104125864   -0.0025687813065496815 0.1179532822535839    -1.4678766827017843E-4 0.0037295849368638306 0.005127218911825365   0.03341596220932842   9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 3.400993824005127   1.0878702402114868   521.3115844726562  25.670132958799826 25.92760847079551  26.35649092354214  53.10976060759493  -27.807478030472694 5.93398    "Sun et al. (in prep)"                                                                     FRESCO        A              0.006942859050693313 
  4586  53.15502173436205  -27.807061935857188 13578.524771498942 7771.96524819921   0.04167587093135807   0.03781256081827449   0.035019339640857655  0.038177017389680254  0.0525921832351014    0.050769742361735565  0.044097641888074586  0.02891630617901683   0.0010142303506296458  0.02664878595533082   0.025180049233895257   0.03649108900717694   0.03900831535691396    0.03660186066961614   9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 3.6048436164855957  0.6497640609741211   110.52032470703125 27.135987601196998 27.288961584288373 27.74714296348248  53.155016199405914 -27.807058898843863 4.22944806 "Bacon+2023, A&A, 670A, 4B"                                                                MUSE          A              0.020740591807340576 
  4750  53.168563190244804 -27.80615318180805  12141.155383181065 7880.559235888299  0.0052832562225330545 0.003415177526621846  0.006839057148030178  0.008156923856658976  0.009911903196334606  0.009266874439708774  0.010444056751437072  0.009050521548731181  5.360517220640303E-4   0.008306798915000404  0.0026969613232358824  0.0024112258385503072 0.001026192755796629   0.0034659636660398967 9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 1.3743728399276733  0.981502115726471    7.35317325592041   28.982666803386856 28.8528269423791   29.008315983144584 53.16855549884223  -27.806150005396947 2.868      "Bunker et al. (2023)"                                                                     NIRSpec       4,R100         0.027029803531882095 
  4790  53.16116911589549  -27.806155542387955 12925.990211636848 7880.544874870992  0.11607246579485946   0.1294335470336955    0.19492436582222583   0.3153340310347268    0.28211531007196755   0.22713163875974718   0.2658798826741987    0.25690370096359394   0.04007913521403681    0.22558959761867303   0.0848780060664285     0.10547082676086575   0.10624781806836835    0.10924381656630432   9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 4.265190124511719   0.4051888585090637   123.46086883544922 25.509305914101475 25.338286303851476 25.37557409806818  53.161163207917184 -27.806158590859987 2.99279874 "Bacon+2023, A&A, 670A, 4B"                                                                MUSE          A              0.02177986708934831  
  4936  53.156401128032165 -27.805175733980036 13432.050056336022 7998.270241630016  0.014050112732802517  0.013197789864134394  0.011550279813454837  0.013578104545158572  0.013577467241993874  0.010993047462216052  0.012289660111259766  0.011056175113590144  0.0036665438931527206  0.009415823327726683  0.013935500449661048   0.014267972460947935  0.01665953357209219    0.014209809661115288  9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 1.712982416152954   0.6808143854141235   18.130477905273438 28.79720474242641  28.676150320010375 28.790987728320214 53.15639387023175  -27.805173587186065 3.70524974 "Bacon+2023, A&A, 670A, 4B"                                                                MUSE          A              0.02436927166370583  
  5014  53.15696413646883  -27.804755265256343 13372.275661334059 8048.710000007147  0.007943351359390362  0.008745467880362411  0.007653859239435407  0.007504312087621656  0.010699432614201214  0.007282486979784152  0.010381169489226067  0.006483907600031671  1.2648731086613898E-4  0.006467057697664131  0.006087654908333207   0.007447849177515308  0.007009684091449346   0.0065350995679165184 9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 1.144944667816162   0.7014719843864441   17.333511352539062 29.2443007079155   28.859384295865432 29.37040795690701  53.156958495321945 -27.80475546758319  4.49826799 "Bacon+2023, A&A, 670A, 4B"                                                                MUSE          A              0.017978159170207286 
  5045  53.160833799718276 -27.80455790596724  12961.522531297062 8072.272344180049  0.013347583412542009  0.011144842815119774  0.008604953905305593  0.007614088198351964  0.013110924880165842  0.00881559302913957   0.011666858248854627  0.007756627734164     -3.9430690281164963E-4 0.007365280164667639  0.003896351494822739   0.01107996412851207   0.011260542610216364   0.012590822926940746  9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 2.600372314453125   0.6881922483444214   33.410789489746094 29.036871167963547 28.73261519683691  29.175817628156945 53.160808570511016 -27.804543616648814 4.491      "Bunker et al. (2023)"                                                                     NIRSpec       4,R100         0.09539685821217687  
  5185  53.15549374267649  -27.803889502898866 13528.323083824804 8152.643991299508  0.02860942685481859   0.02381257020548219   0.021271907396512694  0.023578981016762562  0.028820533568796238  0.0349202673070249    0.025317970426185638  0.014097333196950786  5.632658072227059E-4   0.012104751581500752  0.02093240042726393    0.02563151276204735   0.025376865435100628   0.024958526575428547  9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 3.2620558738708496  0.6462973952293396   131.00059509277344 27.542306101310672 27.891427779420724 28.52715758846587  53.15548606930136  -27.803890542235138 4.042      "Bunker et al. (2023)"                                                                     NIRSpec       2,R1000        0.024719731419717304 
  5235  53.1108076453372   -27.803601286197942 18271.573526007127 8187.630367144914  0.0069404514018060574 0.007889514052949383  0.005404700937160668  0.008373007362824866  0.013916701919733897  0.01697403998514347   0.01828664247415872   0.01795711700047832   0.0032344370296232233  0.012989512928834296  2.758058833978793E-4   0.003230790707261804  0.005962534057985067   0.006117935573549858  9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 2.861818552017212   0.9210968017578125   17.62113380432129  28.325536947765162 28.244665065013177 28.264408469183987 53.110806766364576 -27.803603469926735 5.50106    "Sun et al. (in prep)"                                                                     FRESCO        A              0.008344837693058495 
