  id    RA_1               Dec_1               x-position         y-position         f090w                  f115w                 f150w                 f200w                 f277w                 f335m                 f356w                 f410m                 f435w                  f444w                 f606w                  f775w                  f814w                  f850lp                 f090w_err            f115w_err            f150w_err            f200w_err            f277w_err            f335m_err            f356w_err            f410m_err            f435w_err             f444w_err            f606w_err             f775w_err            f814w_err             f850lp_err          z_phot               chi2_best          z_err                  mag_f335m          mag_f356w          mag_f410m          RA_2               DEC_2               z_spec     z_spec_reference                                                                           z_spec_source z_spec_quality Separation           
  156   53.17065898877377  -27.840484307428138 11920.305256591364 3760.7379983982114 0.2161539239063859     0.3094212572323159    0.39144346382468936   0.45642619783058774   0.4901130860112607    0.39604491746053105   0.38046920501627035   0.26734113431069995   0.01768375738932263    0.2242386924009771    0.06546506672399117    0.15193098912248387    0.16748928332002835    0.20150305318878964    9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 0.5263972282409668   49.18125915527344  -0.0040267109870910645 24.905638889359253 24.94920122261286  25.33233553399404  53.17065752475686  -27.840480512116574 0.5113     "Momcheva+2016, ApJS, 225, 27"                                                             Literature    A              0.014436077309128843 
  165   53.1613782047513   -27.840207149637553 12905.080715388109 3794.344002015985  0.065495417942293      0.07441254335572012   0.07542434552335182   0.07790491621824915   0.07964983288547954   0.061183570544235406  0.06417271615937352   0.04665043239248916   0.030056421236386084   0.0370675353828119    0.034889331968442995   0.05919559906527868    0.056672730054706334   0.06712595775083174    9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 0.6688940525054932   34.926856994628906 0.0010960400104522705  26.93341295525269  26.881623946182824 27.2278608162995   53.16137713186073  -27.840199637162748 0.6479     "Urrutia+2019, A&A, 624, A141"                                                             MUSE          A              0.027259708502729515 
  167   53.167382144253615 -27.840527653292668 12268.013812831035 3755.667536283051  0.742388927079737      1.0939398062601688    1.458105674162507     1.8093227233737708    2.020810741111636     1.7043006262183191    1.577760334312916     1.1302571980655196    0.08313263591495344    0.9840673555433751    0.23171585902106015    0.517114536734298      0.5851089137140661     0.703885675854981      9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 0.5239896178245544   39.50843048095703  -0.01471659541130066   23.32113449107102  23.40489741629942  23.767056796179467 53.16737968106354  -27.84051710002673  0.5796     "Balestra+2010, A&A, 512, 12"                                                              Literature    A              0.03879247580152265  
  201   53.156773569315    -27.839423579338266 13393.654702579535 3888.517020113995  0.014541501114872513   0.014542571799102007  0.013415399331861411  0.012695526884635912  0.011705993628565923  0.034679982464876954  0.021544355503829132  0.020308348174439748  -4.2367343912701514E-4 0.012860224019241289  -0.0024296688614913364 0.00398579248171103    0.009507162851732573   0.006492946042490076   9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 5.437898635864258    47.97034454345703  -7.8582763671875E-4    27.549802826966577 28.066666233089318 28.130813498713476 53.15676843011918  -27.83941014335039  5.51526    "Sun et al. (in prep)"                                                                     FRESCO        A              0.05106130201816081  
  231   53.175619836487016 -27.840308143536333 11393.89951606273  3781.66161656503   0.15587595330784101    0.18779805255355317   0.19907666612183675   0.2142254854086787    0.23388022350147372   0.21481386049184945   0.21829213332151995   0.15422632839065045   0.05481074159150013    0.12626231675967575   0.07652883802307771    0.12166924259625378    0.1311218326352537     0.15793968728976318    9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 0.7746489644050598   57.564056396484375 0.0018686652183532715  25.569844249925122 25.55240478711989  25.929603700947194 53.17561137269493  -27.840301259502944 0.7656     "Urrutia+2019, A&A, 624, A141"                                                             MUSE          A              0.03660726157842133  
  293   53.169718469846615 -27.83811054625875  12019.995073143278 4045.6280564079393 0.3021357554057614     0.9558795429021122    1.223144133817404     1.406982907410711     1.7132717576995493    1.887545583192259     1.9957822003960608    2.011207666918635     0.0593101387511706     1.7185529545322065    0.09600655901595022    0.16273397917859256    0.1887383793690242     0.2771401140233501     9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 1.5236549377441406   255.2079620361328  -4.172325134277344E-6  23.21025637899551  23.14971713749038  23.141357710205718 53.1697151770707   -27.838103289061834 1.6182     "Momcheva+2016, ApJS, 225, 27"                                                             Literature    A              0.028150281094876953 
  305   53.16396985719222  -27.837939939370546 12629.988024222823 4066.3199525045434 1.4776926280185583     2.497741533592343     3.9031031787022954    5.319591677337885     6.289066343903543     5.53098109856248      5.11299227014184      3.7166729529201987    0.0447439050822868     3.0535162232443684    0.31143816821742804    0.8985710317268967     1.0365791495516896     1.399325136486441      9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 0.4779604971408844   76.59993743896484  -9.218454360961914E-4  22.042994564188703 22.12831215960615  22.474614131960067 53.163964920747176 -27.83793191298066  0.5136     "Momcheva+2016, ApJS, 225, 27"                                                             Literature    A              0.03289177917040787  
  326   53.15399264669451  -27.83728064231251  13688.676467859574 4145.7479803031665 0.11750761390809203    0.15250465494056703   0.14862635952827988   0.09699105447827606   0.17627742291660983   0.18440747436834504   0.19315074676647787   0.18680545285344127   0.1222388089518063     0.14410878463415436   0.1100471523765009     0.1369242916989606     0.13321043639443814    0.1507380490959622     9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 1.0428842306137085   652.4749145507812  4.786252975463867E-5   25.73555370046272  25.68525902107678  25.721526127149225 53.15399181596137  -27.83727265012403  1.1394     "Urrutia+2019, A&A, 624, A141"                                                             MUSE          A              0.028893159457615874 
  345   53.155746989612354 -27.83719550050864  13502.51457793765  4155.916317806132  0.7835839253105226     0.9864273934159429    1.0481717108283193    0.9630796100664883    1.1644757510442287    1.1761297918111082    1.3146188073791567    1.3464476471021767    0.6361438940535299     1.2025159048195935    0.6051550455344842     0.5886431624880061     0.631190259763971      0.7367905555106699     9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 1.4045289754867554   39.55228042602539  0.0010901689529418945  23.72386187261184  23.603000397120415 23.577026320663954 53.1557279326068   -27.83719838953449  1.395      "Morris+2015, AJ, 149, 178"                                                                Literature    4.0            0.06155115259896154  
  360   53.16480899601812  -27.836971347277228 12540.904977862714 4182.520863177106  0.09458645441336558    0.09757018684875224   0.1283146891358774    0.3078435169765724    0.7084977219905703    0.8743233836814759    1.1250239559682083    1.511957050981        0.04185570622017622    1.526873478703201     0.0774833493918413     0.08606752574676652    0.08984215937554839    0.08948959704954182    9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 3.236102342605591    82.05494689941406  -5.563497543334961E-4  24.045819765746884 23.772095574250365 23.45115136333517  53.16481243387092  -27.836969477149097 3.1284     "McLure+2018, MNRAS, 479, 25; Pentericci+2018, A&A, 616, A174; Garilli+2021, A&A, 647, A150" Literature    4.0            0.012849087881622026 
  376   53.15389271680737  -27.836649788537535 13699.261185636007 4221.453155859113  0.16013578515266996    0.18253309951629493   0.19127039548940963   0.20051555180922148   0.20076745010446762   0.1743405756354332    0.1729135221801698    0.1230214477446862    0.052723356141941624   0.10442101533524692   0.07907804375980051    0.13702864930965014    0.13517946681473403    0.1568437641416676     9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 0.6923404335975647   35.861106872558594 -5.83946704864502E-4   25.79650381100036  25.80542760677181  26.17504791601217  53.15388953748373  -27.836643913779916 0.6885     "Urrutia+2019, A&A, 624, A141"                                                             MUSE          A              0.02344616206754564  
  382   53.165638716687354 -27.836906500784863 12452.8575849292   4190.271991618287  0.2906208442803473     0.339999870536849     0.4841959685180337    0.6172006187867369    0.624557480160147     0.8250358495302497    0.8962817765027287    0.9277419605106115    0.1317652488371823     0.872147257551551     0.2278237648122013     0.25478010352700947    0.2652789860498159     0.2849623027723283     9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 2.8665859699249268   310.1531677246094  -0.001439809799194336  24.108817950095176 24.01888858426531  23.98143200101978  53.165631439026654 -27.83690234509474  2.6068     "McLure+2018, MNRAS, 479, 25; Pentericci+2018, A&A, 616, A174; Garilli+2021, A&A, 647, A150" Literature    4.0            0.02757828539660374  
  404   53.15624691471712  -27.836174289124045 13449.432436782372 4278.447372615084  0.020743018690845928   0.01966714105466963   0.016483360015554352  0.01751797483389964   0.014936581776564707  0.04804736705264077   0.030232308069680584  0.0113095137873961    0.0011017602241821575  0.016105049294419586  0.0014009416569760451  0.010165347681988807   0.011772894448586159   0.01943466520549918    9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 5.4249467849731445   74.45478057861328  -5.590915679931641E-4  27.195826015609782 27.69882173893091  28.766390164076693 53.15624476935282  -27.83616759141751  5.7628     "Sun et al. (in prep)"                                                                     FRESCO        A              0.025060324676667984 
  520   53.17365853766766  -27.834752637493764 11601.737578889484 4448.410668298687  0.5758777437079696     0.6520885218400511    0.7387093246728186    0.7787247993890197    0.7669879463594407    0.5914690059330316    0.5735817629285156    0.4315608937758952    0.21184164208010772    0.3498818005202337    0.32357831598259507    0.4835711701586842     0.502341517736204      0.5326764745591207     9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 0.5160252451896667   36.61430358886719  0.0024748146533966064  24.470170020679426 24.503511663858934 24.812394790341244 53.17365271042755  -27.834745715428586 0.5182     "Momcheva+2016, ApJS, 225, 27"                                                             Literature    A              0.03106626160174414  
  551   53.16893761718638  -27.834328969365668 12102.682806886754 4499.448933186719  0.21524391520535577    0.2954345752438531    0.4538455254491418    0.5310043565649538    0.5566515666432681    0.6555656022764743    0.707727216943167     0.7162503882776947    0.10970025392249227    0.6491333747189492    0.16371389295207336    0.1687828548741527     0.18271771082887425    0.20171366960275922    9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 2.0759079456329346   145.328125         -0.0022221803665161133 24.358459605163205 24.275335256214543 24.262337823986115 53.16892020698683  -27.834320963193754 2.3485     "Momcheva+2016, ApJS, 225, 27"                                                             Literature    A              0.062471298865214187 
  580   53.15021706957791  -27.834601332615815 14089.243656348208 4467.36100183258   0.5458586358930915     2.1344498721510163    3.35570585757494      4.364005167260768     5.7436855684220784    6.784100203663111     7.234423425421117     7.577350248843431     0.030094650218670728   6.58313343346119      0.08727995137800461    0.2383954047318548     0.2912268502125517     0.4944787168875336     9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 1.6541152000427246   265.5097351074219  -0.002866685390472412  21.821269365035576 21.75149018974389  21.701206594591085 53.15021430809926  -27.834591894161036 1.612      "Wisnioski+2019, ApJ, 886, 124"                                                            Literature    4.0            0.035097260657061806 
  612   53.146576026727914 -27.83360024945216  14475.593024614285 4587.571668470292  0.016760569737089098   0.016218731470435163  0.014435096248125775  0.016202745800546838  0.040490190295677166  0.0093503279491415    0.01337462552758552   0.039110024322581004  0.001973508717063339   0.021047169176745227  0.001072722988696455   0.009334913519460315   0.014543952086132779   0.02543790232032734    9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 5.143609523773193    82.27521514892578  -5.686283111572266E-4  28.972932891534008 28.584295922066822 27.41927978489854  53.14657304009226  -27.83359483429577  5.11217    "Sun et al. (in prep)"                                                                     FRESCO        A              0.021689618537292742 
  632   53.147810486038885 -27.83364208069578  14344.597047054807 4582.525859144239  0.23981274522608145    0.30791604544501755   0.349694516081363     0.37750907732173805   0.3797196810971947    0.3068367503164336    0.28994508817791936   0.2242194245988503    0.0853451616555685     0.18879770422587178   0.13539443992776792    0.2125316601153463     0.21931818860350172    0.23309407625580209    9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 0.5816020369529724   16.08807373046875  0.0011745989322662354  25.182731563699814 25.24421061007519  25.52331691567432  53.14782481104392  -27.833611340993095 0.5454     "Urrutia+2019, A&A, 624, A141"                                                             MUSE          A              0.11969120472887916  
  640   53.16975748137265  -27.83356172707575  12015.646702152224 4591.485034424443  0.14215719031053597    0.2838747571129352    0.3838663938920946    0.42739915292244407   0.45265450405888263   0.45623855873476715   0.4970665212208406    0.46960002784617255   0.06186870093399194    0.4327947050239891    0.0892550050956197     0.11508183965110219    0.11401062112301587    0.1364258733647875     9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 1.6980503797531128   48.807395935058594 -1.2183189392089844E-4 24.752020033410776 24.658963716969847 24.720679715019507 53.16975535924396  -27.83356375661535  1.7801     "Momcheva+2016, ApJS, 225, 27"                                                             Literature    A              0.009951062450295865 
  667   53.15632510450968  -27.83335870376625  13441.043106868536 4616.315473029042  0.15296166194835675    0.5820657397806644    1.119816400175914     1.680464991517365     2.409559967871755     2.896904534213246     3.1012555137462927    3.288037827461958     0.003048428318434162   2.7693126799166206    0.012538199625996638   0.058751804263447414   0.07102779479348098    0.12937824040884152    9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 1.3604918718338013   68.22106170654297  -0.001669168472290039  22.745164541199724 22.67115612645878  22.607657986829743 53.156321588890464 -27.833351991328033 1.6939     "Momcheva+2016, ApJS, 225, 27"                                                             Literature    A              0.026630768257466512 
  669   53.18024205735615  -27.833008991433616 10903.024045978485 4657.3399154651925 0.19797330958303064    0.16768363081268037   0.13517121246084565   0.13474387526977805   0.12554973186342974   0.11600845711887814   0.12461092973360792   0.08206218391191213   0.13762472023721786    0.07040816144668499   0.1341306805855129     0.1785097117186524     0.1778800303372554     0.21252089214045547    9.342535248772504E-4 7.673586798884548E-4 7.982392547349349E-4 7.829307483989774E-4 5.880860189397367E-4 0.001012095952232892 6.650393031661216E-4 9.715281782814207E-4 0.0021011073874016542 8.057372059465769E-4 0.0015288484486782137 0.002519827065860454 0.0019088658533608959 0.00356660634273273 0.7095862030982971   121.61376190185547 -1.0764598846435547E-4 26.238775872920197 26.161109659143587 26.614642323459577 53.18023647286961  -27.83300143406976  0.6816     "Urrutia+2019, A&A, 624, A141"                                                             MUSE          A              0.03250021169564698  
